courier_id,mean,std,coefficient_of_variation,count
78,6.754373053489269,3.684657208970533,0.5455217204899663,321
79,6.397424287459548,3.5524181462691433,0.5552888141611486,267
80,5.489383277865207,3.4190769647570574,0.6228526578830398,464
81,6.428863229844856,3.483135596700564,0.5417964999676343,399
82,4.7066705797550075,2.7493364602921426,0.5841361560585895,1018
83,6.468211687018633,3.8547950614537334,0.5959599419403833,307
84,5.662492833130387,3.1225611924352585,0.5514463831487126,305
85,5.713197915086845,3.3736289137220847,0.5904974698694301,472
86,4.4230411884900915,2.8238726680659028,0.6384459352118079,333
87,4.652009352411422,2.503911692562655,0.5382430478702119,576
88,4.892348459035379,2.555095666330129,0.5222636301817952,281
89,5.734492485735699,3.05354508255808,0.5324874154345203,427
90,6.278963524162226,2.8842747340297294,0.4593552300360855,158
91,5.147369896438132,2.6976574208942465,0.5240846248024582,85
92,6.656533950223193,3.987257426857867,0.5989990371376644,146
93,5.970543024115804,3.302320740442296,0.5531022433141828,201
94,5.704295786047861,3.2498618520369997,0.5697218331464925,473
95,5.859834118841333,3.031507438421216,0.51733673290749,221
96,4.710645576518612,2.7649809568068084,0.5869643368181945,443
97,5.971706771264452,3.412196484677186,0.5713938435652102,92
98,5.544756572879791,3.0449936714060795,0.5491663396549427,311
99,5.4405142336109,3.2874401053589857,0.6042517240465142,210
100,5.545252263914159,2.66506021611319,0.48060216005971873,88
101,6.043691687303872,3.3947494684595587,0.5617012984945923,246
102,5.828997186516266,3.9747276715816207,0.6818887613766614,233
103,4.62939460651875,2.559816713877217,0.5529484806226465,153
104,5.756304445234577,3.0954642579321088,0.5377520051940138,342
105,6.008861594966294,3.1631277020091804,0.5264104775951198,445
106,6.634947090668095,4.210840153494395,0.6346456265516944,267
107,4.704018099670706,2.4692934822383887,0.5249328191171811,72
108,6.065620442018832,3.200860559414564,0.5277053831527275,435
109,6.869587348772851,3.8952407220469074,0.5670268859370038,486
110,4.990394396134553,3.1149036698030175,0.6241798588535912,712
111,6.483295348316209,3.505178905310131,0.5406477288159437,77
112,5.896713316276561,3.2312535152973982,0.5479753452449934,268
113,7.382415275632279,4.68853960083385,0.6350956192223002,659
114,6.90285870899622,4.076344824060889,0.5905299522860509,571
115,6.237949618800298,3.2514036546840077,0.5212295471070714,259
116,6.41253674721943,3.5758988687199347,0.5576418521532055,178
117,6.158605204595892,3.5494415426578354,0.576338541721922,399
118,6.0240572013486595,3.9635878794431356,0.6579598677376057,383
119,5.744894106759994,3.361146796934933,0.5850667974854201,373
120,7.149288277275456,4.622894888132666,0.6466230915358219,305
121,6.717675793305758,3.622585774066295,0.5392617752818979,314
122,7.138405233312813,4.041052373661103,0.56610016405383,310
123,5.708056614484888,3.3249831968434176,0.5825070459893247,224
124,6.584621010801726,3.542652764680829,0.5380192358632778,313
125,5.353847971312069,3.1453291441181386,0.5874894395530085,390
126,6.319914684571197,3.950058112952987,0.6250176323734655,270
127,6.157401947002856,3.6739356863929316,0.5966697834597654,463
128,6.619764016689805,3.1547204587682756,0.47656086392423774,50
129,6.55816261959765,4.161857531496598,0.634607247929441,427
130,6.0663447754094415,3.2317753308656014,0.5327384859439473,696
131,6.496971067825183,4.031635613851114,0.620540798437121,525
132,6.834911238083218,4.230347486668207,0.6189323225000015,546
133,6.398328141688469,3.9479688549571,0.617031319358882,312
134,5.8831816681955225,3.151230027425079,0.5356336426700244,432
135,7.024320632526773,3.3709678848866993,0.4798994893936244,171
136,7.687997995130516,5.107298644195387,0.6643210166587306,138
137,6.847073990012594,4.065744126251814,0.5937929299701252,214
138,5.789660914458218,3.1225373718887486,0.5393299224296537,424
139,5.3946653484573135,3.254313325357737,0.6032465621409412,354
140,5.6021669759028265,3.380271348774637,0.6033863973199199,304
141,5.487366093027363,3.347946763052784,0.6101190819593616,453
142,6.162834565526323,3.602771918416937,0.5845965651212074,281
143,4.675134725542966,2.644156589152405,0.565578693316761,440
144,5.5967374340837495,3.308732073806741,0.5911894407725452,710
145,4.71082235674982,3.359859296524012,0.7132213957739026,294
146,5.5731165452939475,3.4492336451871015,0.6189057087097352,581
147,6.206004051834998,3.345634344696041,0.5390963842034232,28
148,6.614155338499501,3.7706197579608323,0.5700833386861824,410
149,7.51850865740315,3.8562622584763546,0.512902549454307,202
150,5.071559768562369,2.5675772968173334,0.5062697501335299,158
151,5.130950712871906,3.1474581428981057,0.613425916371043,905
152,7.39184746420229,3.8991286372212572,0.5274904083321803,233
153,5.409687031314449,3.055634286374458,0.5648449288631024,601
154,5.1481229952407945,3.066266447321391,0.5956086228235058,483
155,6.045450252275355,3.8214865213798026,0.6321260389069435,295
156,5.141290829383833,3.216530746473606,0.6256270756149962,394
157,4.832838486426128,2.7777921468387103,0.5747744632146565,584
158,8.134192745229482,3.4096912852602084,0.4191800455257117,251
159,5.527666143687379,3.195618370968539,0.5781134909202051,200
160,4.337382678757261,2.2078989796212816,0.5090394699168865,351
161,5.112598580633021,4.2366502897342,0.8286686746311375,588
162,5.789755586257468,3.0830982414142603,0.5325092217592544,262
163,7.265661707306072,4.030329781728001,0.5547092534841327,157
164,5.444072463906837,3.053417302531738,0.5608700697456386,449
165,5.641285739236805,3.296766797013633,0.5843998955918238,434
166,5.947173676891658,4.232581987122133,0.7116963816893824,416
167,5.0396220675604075,2.48038887389649,0.49217755630179677,201
168,6.9680445410112535,3.855949090807574,0.5533760681512478,801
169,6.643852566203997,4.15180350123444,0.6249090358136282,618
170,5.040547327018873,2.882128925398949,0.5717888829155233,537
171,6.363413064575224,3.6274926259931313,0.570054558643566,692
172,7.602011905207581,4.204585607456526,0.5530885323365874,121
173,7.6713746083264445,4.540865264361032,0.5919232857475655,164
174,5.414043978066409,2.6524208998752847,0.48991491584125996,87
175,5.432784249545006,2.9365788508297013,0.5405292601258073,510
176,6.068060363134125,3.4268481083418227,0.5647353360492728,280
177,6.620636112656832,3.8627751904159875,0.5834447211245194,230
178,5.888696766601781,2.986821870912115,0.5072127143398037,134
179,5.504608437441963,2.73477447206487,0.49681544166940644,66
180,5.6255514734384215,2.9728191995901656,0.5284493820075445,374
181,6.599578635831427,4.102810083177718,0.6216775811870963,544
182,5.5767326381756765,3.5552549689013757,0.637515764080885,618
183,5.303027862755387,2.7879031346288405,0.5257191187338549,678
184,6.459097471307556,4.15499184040374,0.6432774638966113,521
185,5.125530356992472,2.892381623390223,0.5643087489364509,232
186,3.9855469183893835,3.0277290052317167,0.759677170343102,501
187,5.691853051009584,3.8154850119152393,0.670341447279366,540
188,6.046182998458262,3.6008819309464872,0.5955628421873254,611
189,5.6357905263667165,3.200141372253238,0.5678247545364867,304
190,5.129850442767012,2.8791334539593203,0.5612509538204651,313
191,5.20718377325714,3.8005293771310718,0.7298627324523649,65
192,4.024226785702719,2.592345620894496,0.6441847736078361,537
193,5.646664212770445,3.364473403170291,0.5958338014081355,298
194,7.297333853772075,7.571614159098958,1.0375863720672591,169
195,6.512350486496083,3.727638975432297,0.5723953253378908,686
196,5.640007675198177,2.8922357847898383,0.5128070654067349,92
197,6.915736314117291,4.249100646100076,0.614410447868908,248
198,7.756686230745598,4.28317047387391,0.5521907611650546,75
199,8.199806198262817,4.99712451717039,0.6094198321698219,84
200,6.191683630865325,4.040013662805743,0.6524903247101349,377
201,7.660306375164231,4.865522388904758,0.6351602861054555,741
202,5.834524611313609,3.4935527013520162,0.5987724680392535,573
203,5.223093619855489,3.8936877381898047,0.7454753871131137,173
204,8.477960629465576,4.112267858324282,0.48505389893318085,48
205,6.137696319621803,3.191972274722372,0.5200603139190597,439
206,6.373543193271532,3.740127944523422,0.5868208359318609,235
207,6.138480072982851,3.329676726614772,0.542426901615206,298
208,4.327737175828685,2.76153125422963,0.6381004996452553,428
209,6.932183403693229,4.348144517374744,0.6272402595491345,273
210,5.603110644084232,2.98187442287146,0.5321819632492399,554
211,6.572717588888492,3.5683102865008367,0.5428972473324039,612
212,3.4375366409213486,2.013721767667113,0.5858037245902297,236
213,5.507881735398875,3.2552396181117995,0.5910147992449694,294
214,5.833653706449709,3.9851542664510204,0.6831317844672574,227
215,5.398277796817903,3.030913455235592,0.5614593337568159,566
216,5.318141491233789,3.4608800589700794,0.650768706450337,146
217,5.624113203016513,4.014467483210759,0.7137956400055364,84
218,5.689686814477741,3.3714278653658263,0.5925506930868375,92
219,5.930412554440621,3.807993939910074,0.6421128218236174,777
220,5.2303409074635985,3.6596353027335398,0.6996934554516913,637
221,5.3334256178909065,3.049798419845784,0.571827309190415,503
222,7.798213164498088,3.966851610149791,0.5086872500753328,109
223,5.182790000584467,2.691852596094188,0.5193829184262966,143
224,6.129030486716482,3.381526689676824,0.5517229351372367,606
225,6.2869238186240715,5.324694314715421,0.8469474847049697,159
226,5.186742529088354,3.293376329282822,0.6349604420911329,361
227,6.712437624127754,3.6163156388219106,0.5387484906858754,451
228,5.880798693775205,3.4988249563309743,0.5949574434565261,484
229,7.009066476411768,3.741142967060879,0.53375766653823,209
230,5.109501036363479,3.091125855196265,0.6049760697174206,280
231,7.687784462187515,3.9357700301149294,0.5119511413818993,133
232,5.625416102383702,3.26154972391705,0.5797881729202232,492
233,5.479715580522542,2.9378963847661557,0.536140305385339,295
234,6.151657586093341,3.3760949782362375,0.5488106142104462,230
235,5.645286312288656,3.052323604101385,0.5406853497327653,590
236,6.604997663772201,3.8089522340341997,0.5766773022382656,445
237,5.055950085992892,2.8632007938428847,0.5663032160414627,514
238,5.094505201273147,2.855487041529115,0.5605033126309326,473
239,6.394356889584051,3.8114330718657454,0.5960619867924946,136
240,4.8424890930504745,2.893916999666207,0.597609399641046,384
241,7.363089449108536,4.433262710866508,0.6020927413021245,651
242,9.860273751764298,5.13761313511433,0.5210416327634978,141
243,9.102611060224515,4.276927712694348,0.46985724034537163,132
244,4.979255394989876,3.230486346063353,0.6487890437019693,410
245,6.729122893732716,3.7033580034654143,0.5503478034135177,116
246,6.914072872370989,4.263583058567054,0.6166528958068354,307
247,9.573432885066701,4.927551708595111,0.5147110516940527,82
248,5.748834684275949,3.324015872108811,0.5782068983824784,307
249,4.7643545176141755,2.8186092347813183,0.5916035896070935,307
250,5.238487114458447,4.009537923661061,0.765399978286587,547
251,5.590228392967507,3.3397395984680514,0.59742453504573,521
252,6.382554918148445,4.00305640665947,0.6271871465260719,414
253,5.451117128169584,3.114937838222875,0.5714310965959434,348
254,6.2911943821102225,3.514703085064798,0.5586702415457523,200
255,6.956871670031497,4.340012010590193,0.6238453455000333,453
256,6.341425245974976,3.678433149527937,0.5800641033910648,164
257,5.0666587949149555,2.616708468357085,0.5164564211395661,191
258,6.206852037669832,3.753687165418425,0.6047650471828597,354
259,6.602043644337637,3.792449591398778,0.5744357044127453,645
260,5.882609814987174,3.5965311303353165,0.6113835939232964,157
261,7.0863570529730096,4.411366868109181,0.6225154667105628,509
262,5.219350686989878,3.0951741227620526,0.5930189995620149,216
263,4.900988281508393,2.964374269928771,0.6048523480689523,446
264,6.763984034028872,4.114351470317266,0.6082733858652547,139
265,7.195065407329643,4.561803393482576,0.6340183355158172,512
266,5.064925218644542,2.93170148578673,0.5788242391012639,208
267,4.952687460900334,2.2755162412922423,0.45945080509453007,205
268,5.568559208999308,3.1705588137635647,0.5693678911844284,665
269,6.7212090084065546,4.043999249448694,0.6016773536413851,376
270,6.0888389610889,3.389791687547457,0.5567221779406762,190
271,7.376269009490234,4.724139534972466,0.64045109104541,408
272,5.728393400122426,4.128579155740834,0.7207220013298316,380
273,7.417194234845561,3.6778073641803486,0.49584886787812793,118
274,6.708140259498735,3.7455364085969887,0.5583569012727938,174
275,4.918680872433147,2.7125385986820563,0.5514768428837368,247
276,4.462634962800008,2.289155475469939,0.5129605030552724,338
277,4.234607450592333,2.348877235036027,0.5546859449055823,23
278,5.419505506009463,3.103171884089696,0.5725931785932717,808
279,4.843455660469348,2.762787663779863,0.5704166317302756,334
280,7.0416406867844685,3.4154294008373522,0.4850331837077861,85
281,5.339599299788226,3.202214355159128,0.599710610360993,268
282,6.047193044838098,3.319288452426243,0.5488973855828198,73
283,7.109309338081102,4.058394752817669,0.5708564024748267,401
284,4.604724367750692,2.5524283724723977,0.5543064402178765,117
285,5.768603205556159,3.1916438354742547,0.5532784491746895,277
286,6.0266026986828924,3.3360976525499826,0.5535619020114074,485
287,6.385300605983089,3.682183669668879,0.5766656727513559,172
288,5.0849839381605495,3.0835420973704153,0.6064015412575444,541
289,6.9967849732009855,3.7192776356761716,0.5315695208473193,40
290,5.321999126023078,3.249959814599515,0.6106652289189839,422
291,6.167827170550483,2.876249237351668,0.46633103649286606,135
292,5.732515838928766,2.781302229197311,0.4851800339232996,268
293,7.300456072100347,4.838885328949378,0.6628195938938412,553
294,5.5649266402402855,2.976854048217122,0.5349314089230448,485
295,6.3384462720663945,2.857020206390263,0.4507445647967679,41
296,5.65067158516726,2.763816005871742,0.4891128362735901,147
297,5.480312959571647,2.832255355375735,0.5168054044119974,531
298,5.356638625172202,3.443477746050429,0.6428430191031843,18
299,7.740535008083378,4.590660772848252,0.5930676326706438,508
300,5.367338213752145,2.711730280550793,0.5052281359134072,105
301,5.917468997746998,4.091136358358574,0.6913659133518438,402
302,6.2233582195992945,3.235243383297977,0.5198549190225282,351
303,6.505736007366576,3.4550804744414974,0.5310821820204877,148
304,5.239380812408819,2.9931325738455605,0.5712760116150939,482
305,6.205851613227334,3.893605711140953,0.6274087673707841,528
306,5.55318598136683,3.233268730717348,0.5822367090830857,229
307,5.621543088875334,3.067728517254111,0.5457093308285664,190
308,7.029584774902336,3.922410072457981,0.5579860259260443,131
309,6.0596977118607205,3.2685452565780397,0.5393908099046717,480
310,7.4204029918130825,5.114324290167676,0.689224600848539,218
311,7.116210529250098,4.741676991106698,0.6663205046585902,558
312,4.372079986307084,2.995469549104583,0.6851360355908613,311
313,6.647457648201014,3.7399320978483788,0.5626108951383102,959
314,8.51931573921037,4.670354288531843,0.5482076767076982,230
315,6.410518267094514,3.784346826428555,0.5903339899760963,544
316,5.448191197044687,2.8232998846848028,0.5182086645961088,522
317,6.947406268951693,4.62612317981103,0.6658777392198015,202
318,7.135509771477732,5.38594070380261,0.7548081183115254,351
319,5.575097578079926,3.1967958493641793,0.573406259638089,361
320,6.6403400471600555,3.948295437731088,0.5945923566700018,546
321,6.3387240809566165,3.9557371173046363,0.6240588905248028,258
322,5.168299141347966,3.3806660780053104,0.6541157904268645,457
323,4.906774666068254,3.01226836952329,0.6138998781325714,233
324,4.2128197623822485,2.7783162589634953,0.6594908910587772,657
325,6.466986117371955,3.697370110296827,0.5717300212481915,529
326,6.499793056843992,3.6589823046161536,0.5629382770522837,158
327,4.925341945474867,2.929422210921469,0.5947652454085672,330
328,5.314564080935615,3.024623518297529,0.5691197758151881,562
329,9.596114429930589,7.514027910315982,0.7830281688679627,304
330,7.350324496111156,4.464439101847766,0.6073798652304088,214
331,5.150051901311372,2.5995281261196093,0.504757656026279,553
332,6.150415409415722,3.848326803374036,0.6257019318536762,427
333,6.198767456614758,3.3438916494881457,0.539444602962134,176
334,5.305684510232411,2.879302112540832,0.5426824959131816,663
335,6.155070604062186,5.349091665266492,0.8690544770901947,728
336,8.357641794355931,4.368906863894188,0.5227439714926034,99
337,7.231464739067385,4.51247668242527,0.6240059027111051,159
338,7.88191700973301,3.672146707112672,0.46589512457161253,71
339,6.630737815931961,4.755075000809985,0.7171260774909182,255
340,5.312867366178972,2.727315903624343,0.5133416130404617,334
341,7.302548399750033,4.581160271680913,0.6273372007829111,331
342,7.299677399275186,4.670316602370502,0.6397976714469924,673
343,7.17280629458693,4.2016872157775405,0.5857801037995978,417
344,6.824244855359278,3.0333630994910923,0.44449798677855235,151
345,6.449321509613598,3.6712430544761596,0.5692448498657834,136
346,5.726291057697719,2.2497127231710663,0.3928743231007844,17
347,9.044360609292074,5.173912466890113,0.5720595065144233,66
348,8.421721570857576,4.728898264529721,0.5615120643377173,70
349,6.811710774670017,5.136163891565621,0.7540196672273471,63
350,6.420684837192948,4.216735013039844,0.6567422510156025,379
351,6.953640315210604,3.9506939349627266,0.5681475825433275,355
352,5.1359822155888795,2.9345278793785785,0.5713664409646155,388
353,7.73614009210425,4.999100971841382,0.6462009364261155,548
354,6.896354263762336,4.65133511918998,0.6744629033387888,219
355,5.577174340637002,2.9042282754241686,0.5207347122472166,507
356,6.889757687412668,3.6592422847989297,0.5311133498184167,527
357,10.262796721306973,5.500887427671302,0.5360027658202277,232
358,6.133765739091739,3.089209142661621,0.5036398966092659,301
359,6.206756963970159,3.841749853558362,0.6189625074510703,213
360,10.025443067824305,13.811415925576402,1.377636462761712,272
361,6.147307491925053,3.6818521000754814,0.5989373567064716,412
362,5.20613864344913,2.749748745013462,0.5281743213799086,83
363,12.708171535560387,17.035660015782895,1.3405280191657154,263
364,6.1036157614696664,3.518506337866581,0.576462620743245,785
365,6.21989197065787,3.1483395439176514,0.5061727050517656,494
366,5.686782707865011,2.8007470735852364,0.4925011588207352,176
367,6.510900523944885,3.256039693079451,0.5000905298898118,53
368,5.380391752460147,3.3956239270344786,0.6311109085099339,553
369,5.318111096730197,3.0595314491074554,0.5753041622219187,489
370,5.261817197114334,3.0830359941455203,0.5859260933345056,360
371,5.569442692678834,3.162189639204678,0.5677748768941374,341
372,4.990868764120656,2.893649487961591,0.5797887351324543,358
373,5.732194541350367,3.0817748466740476,0.5376256553128177,371
374,4.90673258707014,3.0857534441573224,0.6288815193003736,167
375,5.9632739216723145,3.358003593080052,0.563114094235394,526
376,5.516112394096712,3.140311501239422,0.5692979542259059,463
377,4.123886907320795,2.3824261418485864,0.5777137432210525,90
378,6.269660907268508,3.9744916483586734,0.6339244988115685,364
379,4.851899531144514,2.6594538585655627,0.5481263248536856,179
380,5.807795858237527,3.652471213519649,0.6288911150930248,252
381,5.351644703791137,3.7030572438770433,0.691947513117561,218
382,5.569500072532639,3.486978035653281,0.6260845659828916,184
383,4.641310987955395,2.541698705230188,0.5476251670758794,63
384,4.998731301967766,2.5122791460900684,0.5025833545205964,572
385,5.418478322291398,3.1605704365221134,0.5832948382426217,589
386,6.000634913548952,3.984453679825344,0.6640053489721175,318
387,6.075586415357648,3.191050169559725,0.5252250484814937,90
388,6.1394058929189335,3.7297375547931777,0.6075078956898715,449
389,8.2476422391498,4.91513380347689,0.5959441087473215,164
390,5.741676070598915,5.4530785651774245,0.9497363658498089,212
391,4.410209811643137,3.3625437702398933,0.7624453061989565,323
392,7.314598311421103,4.132381224674636,0.5649498507966303,279
393,6.658708260720956,5.091426399411673,0.764626741412517,90
394,7.280746777336959,4.485177407364404,0.6160326055186504,35
395,5.807250406098695,3.9279757569351985,0.6763916625344917,92
396,7.2106402659374105,4.013094445534765,0.5565517481841882,97
397,6.565838560014826,3.538860800949512,0.538980781906633,301
398,5.4198755367306815,3.273602995866166,0.6039996626639942,456
399,8.045571280762239,3.815782087893884,0.474271118201115,30
400,5.992221951546014,3.151109672131186,0.5258666480666974,271
401,5.154588731412141,3.107097203786386,0.6027827564305351,474
402,5.335881088549162,2.716435534418154,0.5090884690529636,342
403,6.783235345387599,3.0857743080847846,0.45491187478597817,30
404,5.43579130511852,3.396038560701582,0.6247551405264143,366
405,6.849747644098095,5.055655341764979,0.738079065747926,160
406,6.577584424376367,3.710298764060999,0.5640822716483459,277
407,5.672870472284507,3.3263085785224438,0.5863536977925947,824
408,4.990551814680832,2.782844096667151,0.5576225235215049,341
409,6.7003732179861455,3.8599442167702396,0.5760789871240006,187
410,5.224657320574545,3.1119317527684243,0.5956240882083749,105
411,5.769866991296821,3.774562604897741,0.6541853756059254,608
412,6.002292889518244,3.8823799524745852,0.6468161457522932,261
413,6.39883587747031,4.04835206210906,0.6326700886895569,249
414,5.859161201383195,2.8408613445624957,0.48485802778251647,189
415,5.212759346790837,3.183301159315882,0.6106748743879069,103
416,6.377095627691519,4.047611649305222,0.6347108285046119,507
417,4.460440938729729,2.7143021438375925,0.6085277624168224,523
418,4.6151477265938565,2.5671276097868034,0.5562395316176445,742
419,7.640509549984666,4.3607224930099715,0.5707371300934665,248
420,6.737796219875476,4.312533916749092,0.6400511051414365,191
421,4.869361695798035,3.0451948597977023,0.6253786533100472,421
422,6.264242601568026,3.520040785277499,0.5619259995448427,180
423,5.988498428224256,4.068588065090988,0.6794003728740109,226
424,4.899891317004824,2.4440909734289766,0.4988051398093021,398
425,6.539814501997199,3.669670782062798,0.5611276559820029,453
426,6.039855824435265,3.8345829739398343,0.6348798854479897,202
427,6.754451454244817,4.008243971768662,0.5934225745674272,154
428,5.809152595905373,3.0339088750260275,0.5222635874920039,393
429,5.527988715139646,2.9010739773805154,0.5247973769257649,303
430,5.701616660066675,3.197822895837893,0.5608624862900723,240
431,4.366155944013803,2.6584122152046423,0.6088679033211,378
432,8.213261037994615,4.45101427111225,0.541930209026819,184
433,5.680452806002621,3.5861071755837832,0.6313065697499131,369
434,6.332802406181208,3.1359499690793777,0.4951915073204394,526
435,7.367085570891988,4.711162455517475,0.6394879508569438,447
436,4.059800176792431,3.775772498464581,0.9300390004534028,414
437,5.215518745967344,2.959749043921971,0.5674889091733125,208
438,5.319499386176031,2.9959045685947476,0.5631929531527552,304
439,5.61891047221012,3.520879352836143,0.6266124669986518,275
440,6.671956405604699,4.0681872926785,0.6097442856882379,258
441,5.869740513274398,2.8175354785053854,0.48001022739140486,329
442,4.810908137569026,2.7701263067338173,0.5758011226823331,438
443,5.390567140689494,3.0643177811665034,0.5684592550635691,255
444,5.148699650880826,2.9044290492350013,0.5641092404250303,459
445,5.594926882474931,2.898665070639999,0.5180881058016198,529
446,6.914311844180557,4.306342933235468,0.6228158391293719,318
447,6.9598894153828015,3.8505431513215926,0.5532477488523154,113
448,6.345287400405442,3.22522874352783,0.5082872595056528,352
449,4.813345221711729,2.867745626107736,0.5957905560507261,533
450,9.922756402292272,5.036075025860853,0.5075278301397645,46
451,6.945779533000143,4.487920855975037,0.646136381762831,95
452,5.921866251900313,3.0028397964265268,0.5070765986082382,490
453,7.58914304521266,3.502455607959154,0.4615087088348602,80
454,6.409633405436146,4.067784067579501,0.6346359940226108,539
455,5.838769989248258,3.3647404642074616,0.5762755632442155,718
456,5.056510549345424,2.657030998109311,0.5254673103477,434
457,6.221401825504138,3.8455802061515785,0.6181211749395338,373
458,7.455799311664237,4.602895355051002,0.6173577322353614,211
459,6.926592418886026,5.906175999972779,0.8526813247837447,281
460,5.2619500125509875,2.5310712159981086,0.48101392258780656,48
461,6.4443357304446165,3.4263316896211786,0.5316811278832588,268
462,7.477297740811804,4.710017045317226,0.6299089869873048,567
463,5.288046012161621,3.182088035066919,0.6017512003013304,505
464,5.784345842521195,3.392296852284421,0.5864616232569242,215
465,5.706058278173458,3.314018433366536,0.5807894472517326,485
466,5.492144704989567,2.847492739390432,0.5184664447758467,352
467,5.147505864896941,3.117510966093327,0.6056352431481383,378
468,6.3345014698726185,3.134032074820002,0.4947559156353033,339
469,6.296375827422939,4.150924858989836,0.6592562090895359,408
470,4.914664512252175,3.0071145076389847,0.6118656726501472,389
471,5.011483447025431,3.2709352358905677,0.6526880255051093,196
472,4.7737460174311845,3.5115478882035096,0.735595876986585,335
473,5.656248943606133,3.026153773601136,0.5350107118290688,391
